Family,Station,total.count,depth_bin
Caproidae,D2-EX1708-20,2,"(300,350]"
Caproidae,D2-EX1504L4-01,2,"(300,350]"
Caproidae,D2-EX1504L4-01,1,"(300,350]"
Caproidae,D2-EX1504L4-01,1,"(300,350]"
Caproidae,D2-EX1504L4-01,2,"(300,350]"
Caproidae,D2-EX1504L4-01,1,"(300,350]"
Caproidae,D2-EX1504L4-01,1,"(300,350]"
Caproidae,D2-EX1708-20,2,"(300,350]"
Caproidae,D2-EX1504L4-01,2,"(300,350]"
Caproidae,D2-EX1504L4-01,1,"(300,350]"
Caproidae,D2-EX1504L4-01,1,"(300,350]"
Caproidae,D2-EX1504L4-02,7,"(300,350]"
Caproidae,D2-EX1504L4-01,1,"(300,350]"
Caproidae,D2-EX1504L4-01,2,"(300,350]"
Caproidae,D2-EX1504L4-01,1,"(300,350]"
Caproidae,D2-EX1504L4-01,1,"(300,350]"
Caproidae,D2-EX1504L4-02,5,"(300,350]"
Caproidae,D2-EX1708-20,15,"(300,350]"
Caproidae,D2-EX1504L4-01,3,"(300,350]"
Caproidae,D2-EX1504L4-01,1,"(300,350]"
Caproidae,D2-EX1504L4-01,1,"(300,350]"
Caproidae,D2-EX1708-20,1,"(300,350]"
Caproidae,D2-EX1504L4-01,1,"(300,350]"
Caproidae,D2-EX1504L4-02,6,"(300,350]"
Caproidae,D2-EX1504L4-01,1,"(300,350]"
Caproidae,D2-EX1708-20,3,"(300,350]"
Caproidae,D2-EX1504L4-02,4,"(300,350]"
Caproidae,D2-EX1504L4-02,5,"(300,350]"
Caproidae,D2-EX1504L4-02,9,"(300,350]"
Caproidae,D2-EX1504L4-02,1,"(300,350]"
Caproidae,D2-EX1504L4-02,4,"(300,350]"
Caproidae,D2-EX1504L4-02,2,"(300,350]"
Caproidae,D2-EX1504L4-02,5,"(300,350]"
Caproidae,D2-EX1504L4-02,6,"(300,350]"
Caproidae,D2-EX1504L4-02,5,"(300,350]"
Caproidae,D2-EX1504L4-02,2,"(300,350]"
Caproidae,D2-EX1504L4-02,5,"(300,350]"
Caproidae,D2-EX1504L4-02,7,"(300,350]"
Caproidae,D2-EX1708-20,5,"(300,350]"
Caproidae,D2-EX1504L4-02,6,"(300,350]"
Caproidae,D2-EX1504L4-01,1,"(300,350]"
Caproidae,D2-EX1504L4-01,1,"(300,350]"
Caproidae,D2-EX1708-20,5,"(300,350]"
Caproidae,D2-EX1504L4-02,2,"(300,350]"
Caproidae,D2-EX1708-20,3,"(300,350]"
Caproidae,D2-EX1504L4-02,3,"(300,350]"
Caproidae,D2-EX1708-20,1,"(300,350]"
Caproidae,D2-EX1504L4-02,2,"(300,350]"
Caproidae,D2-EX1504L4-02,1,"(300,350]"
Caproidae,D2-EX1504L4-02,1,"(300,350]"
Caproidae,D2-EX1708-20,1,"(300,350]"
Caproidae,D2-EX1504L4-02,3,"(300,350]"
Caproidae,D2-EX1504L4-02,1,"(300,350]"
Caproidae,D2-EX1708-20,3,"(300,350]"
Caproidae,D2-EX1504L4-02,3,"(300,350]"
Caproidae,D2-EX1708-20,5,"(350,400]"
Caproidae,D2-EX1708-20,2,"(350,400]"
Caproidae,D2-EX1504L4-02,1,"(350,400]"
Caproidae,D2-EX1708-20,8,"(350,400]"
Caproidae,D2-EX1504L4-02,1,"(350,400]"
Caproidae,D2-EX1504L4-02,2,"(350,400]"
Caproidae,D2-EX1504L4-02,5,"(350,400]"
Caproidae,D2-EX1504L4-02,1,"(350,400]"
Caproidae,D2-EX1504L4-02,1,"(350,400]"
Caproidae,D2-EX1504L4-02,3,"(350,400]"
Caproidae,D2-EX1708-20,1,"(350,400]"
Caproidae,D2-EX1708-20,2,"(350,400]"
Caproidae,D2-EX1708-20,4,"(350,400]"
Caproidae,D2-EX1708-20,8,"(350,400]"
Caproidae,D2-EX1504L4-02,3,"(350,400]"
Caproidae,D2-EX1504L4-02,1,"(350,400]"
Caproidae,D2-EX1504L4-02,1,"(350,400]"
Caproidae,D2-EX1708-20,3,"(350,400]"
Caproidae,D2-EX1504L4-02,3,"(350,400]"
Caproidae,D2-EX1504L4-02,1,"(350,400]"
Caproidae,D2-EX1504L4-02,1,"(350,400]"
Caproidae,D2-EX1504L4-02,1,"(350,400]"
Caproidae,D2-EX1708-20,1,"(350,400]"
Caproidae,D2-EX1504L4-02,1,"(350,400]"
Caproidae,D2-EX1708-20,1,"(350,400]"
Caproidae,D2-EX1708-20,1,"(350,400]"
Caproidae,D2-EX1504L4-02,1,"(350,400]"
Caproidae,D2-EX1708-20,2,"(350,400]"
Caproidae,D2-EX1708-20,2,"(350,400]"
Caproidae,D2-EX1708-20,1,"(350,400]"
Caproidae,D2-EX1708-20,1,"(350,400]"
Caproidae,D2-EX1708-20,1,"(400,450]"
Caproidae,D2-EX1708-20,2,"(400,450]"
Caproidae,D2-EX1708-20,2,"(400,450]"
Caproidae,D2-EX1708-20,1,"(400,450]"
Caproidae,D2-EX1708-20,1,"(400,450]"
Caproidae,D2-EX1708-20,1,"(400,450]"
Caproidae,D2-EX1605L1-18,1,"(250,300]"
Caproidae,D2-EX1605L3-02,1,"(250,300]"
Caproidae,D2-EX1605L3-06,1,"(250,300]"
Caproidae,D2-EX1605L3-02,1,"(250,300]"
Caproidae,D2-EX1605L3-06,1,"(250,300]"
Caproidae,D2-EX1605L1-18,1,"(250,300]"
Caproidae,D2-EX1605L1-18,1,"(250,300]"
Caproidae,D2-EX1605L1-02,1,"(250,300]"
Caproidae,D2-EX1605L1-02,1,"(250,300]"
Caproidae,D2-EX1605L1-02,1,"(250,300]"
Caproidae,D2-EX1605L1-02,1,"(300,350]"
Caproidae,D2-EX1605L1-02,1,"(300,350]"
Caproidae,D2-EX1605L1-02,1,"(300,350]"
Caproidae,D2-EX1605L1-02,1,"(300,350]"
Caproidae,D2-EX1605L1-01,1,"(300,350]"
Caproidae,D2-EX1605L1-01,2,"(300,350]"
Caproidae,D2-EX1605L1-01,1,"(300,350]"
Caproidae,D2-EX1605L1-01,4,"(300,350]"
Caproidae,D2-EX1605L1-01,1,"(300,350]"
Caproidae,D2-EX1605L1-01,1,"(300,350]"
Caproidae,D2-EX1605L1-01,1,"(300,350]"
Caproidae,D2-EX1605L3-02,1,"(300,350]"
Caproidae,D2-EX1605L1-01,1,"(300,350]"
Caproidae,D2-EX1605L1-01,2,"(300,350]"
Caproidae,D2-EX1605L1-01,1,"(300,350]"
Caproidae,D2-EX1605L1-01,1,"(300,350]"
Caproidae,D2-EX1605L1-01,2,"(300,350]"
Caproidae,D2-EX1605L1-01,1,"(300,350]"
Caproidae,D2-EX1605L1-01,1,"(300,350]"
Caproidae,D2-EX1605L3-02,1,"(300,350]"
Caproidae,D2-EX1605L3-08,1,"(300,350]"
Caproidae,D2-EX1605L1-01,1,"(300,350]"
Caproidae,D2-EX1605L1-18,1,"(300,350]"
Caproidae,D2-EX1605L3-03,2,"(300,350]"
Caproidae,D2-EX1605L1-12,1,"(300,350]"
Caproidae,D2-EX1605L3-03,1,"(300,350]"
Caproidae,D2-EX1605L3-03,1,"(300,350]"
Caproidae,D2-EX1605L3-06,1,"(300,350]"
Caproidae,D2-EX1605L1-18,1,"(300,350]"
Caproidae,D2-EX1605L1-02,1,"(300,350]"
Caproidae,D2-EX1605L3-08,1,"(350,400]"
Caproidae,D2-EX1605L3-03,1,"(350,400]"
Caproidae,D2-EX1605L3-02,1,"(350,400]"
Caproidae,D2-EX1605L1-12,1,"(350,400]"
Caproidae,D2-EX1605L1-18,1,"(350,400]"
Caproidae,D2-EX1605L3-08,1,"(350,400]"
Caproidae,D2-EX1605L1-12,1,"(350,400]"
Caproidae,D2-EX1605L1-18,1,"(350,400]"
Caproidae,D2-EX1605L3-08,1,"(350,400]"
Caproidae,D2-EX1605L3-08,1,"(400,450]"
Caproidae,D2-EX1703-02,2,"(250,300]"
Caproidae,D2-EX1703-02,2,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,6,"(250,300]"
Caproidae,D2-EX1703-02,4,"(250,300]"
Caproidae,D2-EX1703-02,3,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,3,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,3,"(250,300]"
Caproidae,D2-EX1703-02,2,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,3,"(250,300]"
Caproidae,D2-EX1703-02,3,"(250,300]"
Caproidae,D2-EX1703-02,3,"(250,300]"
Caproidae,D2-EX1703-02,3,"(250,300]"
Caproidae,D2-EX1703-02,2,"(250,300]"
Caproidae,D2-EX1703-02,5,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,3,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,4,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,3,"(250,300]"
Caproidae,D2-EX1703-02,3,"(250,300]"
Caproidae,D2-EX1703-02,3,"(250,300]"
Caproidae,D2-EX1703-02,6,"(250,300]"
Caproidae,D2-EX1703-02,2,"(250,300]"
Caproidae,D2-EX1703-02,3,"(250,300]"
Caproidae,D2-EX1703-02,2,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,3,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,2,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,3,"(250,300]"
Caproidae,D2-EX1703-02,3,"(250,300]"
Caproidae,D2-EX1703-02,2,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,2,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,2,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,4,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,6,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,2,"(250,300]"
Caproidae,D2-EX1703-02,3,"(250,300]"
Caproidae,D2-EX1703-02,2,"(250,300]"
Caproidae,D2-EX1703-02,3,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,2,"(250,300]"
Caproidae,D2-EX1703-02,3,"(250,300]"
Caproidae,D2-EX1703-02,2,"(250,300]"
Caproidae,D2-EX1703-02,2,"(250,300]"
Caproidae,D2-EX1703-02,2,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,2,"(250,300]"
Caproidae,D2-EX1703-02,2,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,4,"(250,300]"
Caproidae,D2-EX1703-02,5,"(250,300]"
Caproidae,D2-EX1703-02,2,"(250,300]"
Caproidae,D2-EX1703-02,2,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,1,"(250,300]"
Caproidae,D2-EX1703-02,2,"(250,300]"
Caproidae,D2-EX1703-02,1,"(300,350]"
Caproidae,D2-EX1703-02,2,"(300,350]"
Caproidae,D2-EX1703-02,1,"(300,350]"
Caproidae,D2-EX1703-02,1,"(300,350]"
Caproidae,D2-EX1703-02,1,"(300,350]"
Caproidae,D2-EX1703-02,1,"(300,350]"
Caproidae,D2-EX1703-02,1,"(300,350]"
Caproidae,D2-EX1703-02,1,"(300,350]"
Caproidae,D2-EX1703-02,1,"(300,350]"
Caproidae,D2-EX1703-02,1,"(300,350]"
Caproidae,D2-EX1703-02,1,"(300,350]"
Caproidae,D2-EX1703-02,1,"(300,350]"
Caproidae,D2-EX1703-02,1,"(300,350]"
Caproidae,D2-EX1703-02,1,"(300,350]"
Caproidae,D2-EX1703-02,1,"(300,350]"
Caproidae,D2-EX1703-02,1,"(300,350]"
Caproidae,D2-EX1703-02,1,"(300,350]"
Caproidae,D2-EX1703-10,1,"(350,400]"
Caproidae,D2-EX1703-02,4,"(350,400]"
Caproidae,D2-EX1705-05,1,"(350,400]"
Caproidae,D2-EX1705-05,1,"(350,400]"
Caproidae,D2-EX1705-05,1,"(350,400]"
Carangidae,NA112-H1768,3,"(100,150]"
Carangidae,NA112-H1768,5,"(100,150]"
Carangidae,NA112-H1768,1,"(100,150]"
Carangidae,NA112-H1768,1,"(100,150]"
Carangidae,NA112-H1768,1,"(100,150]"
Carangidae,NA112-H1768,1,"(100,150]"
Carangidae,NA112-H1768,2,"(100,150]"
Carangidae,NA112-H1768,4,"(100,150]"
Carangidae,NA112-H1768,1,"(100,150]"
Carangidae,NA112-H1768,2,"(100,150]"
Carangidae,NA112-H1768,1,"(100,150]"
Carangidae,NA112-H1768,1,"(100,150]"
Carangidae,NA112-H1768,1,"(100,150]"
Carangidae,NA112-H1768,2,"(100,150]"
Carangidae,NA112-H1768,3,"(100,150]"
Carangidae,NA112-H1768,3,"(100,150]"
Carangidae,NA112-H1768,2,"(100,150]"
Carangidae,NA112-H1768,1,"(100,150]"
Carangidae,NA112-H1768,3,"(100,150]"
Carangidae,NA112-H1768,2,"(100,150]"
Carangidae,NA112-H1768,1,"(100,150]"
Carangidae,NA112-H1768,1,"(100,150]"
Carangidae,NA112-H1768,1,"(100,150]"
Carangidae,NA112-H1768,1,"(100,150]"
Carangidae,NA112-H1768,2,"(100,150]"
Carangidae,NA112-H1768,2,"(100,150]"
Carangidae,NA112-H1768,1,"(100,150]"
Carangidae,NA112-H1768,1,"(100,150]"
Carangidae,NA112-H1768,3,"(100,150]"
Carangidae,NA112-H1768,2,"(150,200]"
Carangidae,NA112-H1768,2,"(150,200]"
Carangidae,NA112-H1768,3,"(150,200]"
Carangidae,NA112-H1768,1,"(150,200]"
Carangidae,NA112-H1768,8,"(150,200]"
Carangidae,NA112-H1768,5,"(150,200]"
Carangidae,NA112-H1768,2,"(150,200]"
Carangidae,NA112-H1768,2,"(150,200]"
Carangidae,D2-EX1702-13,1,"(250,300]"
Carangidae,D2-EX1702-13,1,"(300,350]"
Carangidae,NA112-H1768,1,"(350,400]"
Carangidae,NA112-H1768,1,"(350,400]"
Carangidae,D2-EX1708-20,120,"(250,300]"
Carangidae,D2-EX1708-20,1,"(250,300]"
Carangidae,D2-EX1708-20,16,"(300,350]"
Carangidae,D2-EX1708-20,11,"(300,350]"
Carangidae,D2-EX1504L4-01,1,"(300,350]"
Carangidae,D2-EX1504L4-01,1,"(300,350]"
Carangidae,D2-EX1504L4-01,3,"(300,350]"
Carangidae,D2-EX1504L4-01,30,"(300,350]"
Carangidae,D2-EX1708-20,1,"(300,350]"
Carangidae,D2-EX1708-20,1,"(350,400]"
Carangidae,D2-EX1504L4-01,2,"(350,400]"
Carangidae,D2-EX1708-20,4,"(350,400]"
Carangidae,D2-EX1708-20,1,"(350,400]"
Carangidae,D2-EX1708-20,28,"(350,400]"
Carangidae,D2-EX1708-20,1,"(400,450]"
Carangidae,D2-EX1605L3-02,1,"(200,250]"
Carangidae,D2-EX1605L3-02,1,"(200,250]"
Carangidae,D2-EX1605L3-02,2,"(200,250]"
Carangidae,D2-EX1605L1-18,1,"(250,300]"
Carangidae,D2-EX1605L1-18,4,"(250,300]"
Carangidae,D2-EX1605L3-08,1,"(400,450]"
Carangidae,D2-EX1703-02,1,"(250,300]"
Carangidae,D2-EX1703-02,2,"(250,300]"
Carangidae,D2-EX1703-02,2,"(250,300]"
Carangidae,D2-EX1703-02,1,"(250,300]"
Carangidae,D2-EX1703-02,3,"(250,300]"
Carangidae,D2-EX1703-02,1,"(250,300]"
Carangidae,D2-EX1703-02,1,"(250,300]"
Carangidae,D2-EX1703-02,1,"(300,350]"
Carangidae,D2-EX1703-10,1,"(350,400]"
Carapidae,D2-EX1708-21,1,"(750,800]"
Carapidae,D2-EX1708-21,1,"(750,800]"
Carapidae,D2-EX1708-21,1,"(750,800]"
Carapidae,D2-EX1708-21,1,"(800,850]"
Carapidae,D2-EX1708-21,1,"(800,850]"
Carapidae,D2-EX1703-10,1,"(500,550]"
Carapidae,D2-EX1703-10,1,"(500,550]"
Carapidae,D2-EX1705-05,1,"(550,600]"
Carapidae,D2-EX1705-05,1,"(700,750]"
Carapidae,D2-EX1606-08,1,"(900,950]"
Carapidae,D2-EX1606-08,1,"(950,1e+03]"
Carapidae,D2-EX1606-08,1,"(1e+03,1.05e+03]"
Carcharhinidae,NA112-H1768,1,"(100,150]"
Carcharhinidae,NA112-H1768,1,"(100,150]"
Carcharhinidae,NA112-H1768,2,"(100,150]"
Carcharhinidae,D2-EX1605L3-06,1,"(250,300]"
Carcharhinidae,D2-EX1605L3-06,1,"(300,350]"
Carcharhinidae,D2-EX1605L3-05,1,"(300,350]"
Carcharhinidae,D2-EX1605L3-06,1,"(350,400]"
Carcharhinidae,D2-EX1703-10,1,"(350,400]"
Cepolidae,D2-EX1708-20,1,"(350,400]"
Cepolidae,D2-EX1504L3-02,1,"(350,400]"
Cepolidae,D2-EX1504L3-02,1,"(350,400]"
Cepolidae,D2-EX1504L3-02,1,"(350,400]"
Cetomimidae,NA101-H1716,1,"(1.4e+03,1.45e+03]"
Cetomimidae,D2-EX1703-14,1,"(1.3e+03,1.35e+03]"
Cetomimidae,D2-EX1703-14,1,"(1.3e+03,1.35e+03]"
Chaetodontidae,NA112-H1768,4,"(100,150]"
Chaetodontidae,NA112-H1768,2,"(100,150]"
Chaetodontidae,NA112-H1768,9,"(100,150]"
Chaetodontidae,NA112-H1768,3,"(100,150]"
Chaetodontidae,NA112-H1768,7,"(100,150]"
Chaetodontidae,NA112-H1768,3,"(100,150]"
Chaetodontidae,NA112-H1768,3,"(100,150]"
Chaetodontidae,NA112-H1768,5,"(100,150]"
Chaetodontidae,NA112-H1768,3,"(100,150]"
Chaetodontidae,NA112-H1768,10,"(100,150]"
Chaetodontidae,NA112-H1768,4,"(100,150]"
Chaetodontidae,NA112-H1768,2,"(100,150]"
Chaetodontidae,NA112-H1768,6,"(100,150]"
Chaetodontidae,NA112-H1768,3,"(100,150]"
Chaetodontidae,NA112-H1768,6,"(100,150]"
Chaetodontidae,NA112-H1768,1,"(100,150]"
Chaetodontidae,NA112-H1768,6,"(100,150]"
Chaetodontidae,NA112-H1768,2,"(100,150]"
Chaetodontidae,NA112-H1768,6,"(100,150]"
Chaetodontidae,NA112-H1768,2,"(150,200]"
Chaetodontidae,NA112-H1767,1,"(300,350]"
Chaetodontidae,NA112-H1767,1,"(300,350]"
Chaetodontidae,D2-EX1605L1-17,1,"(250,300]"
Chaetodontidae,D2-EX1605L1-17,1,"(250,300]"
Chaetodontidae,D2-EX1605L1-18,1,"(250,300]"
Chaetodontidae,D2-EX1605L3-06,1,"(250,300]"
Chaetodontidae,D2-EX1605L3-06,1,"(300,350]"
Chaetodontidae,D2-EX1605L3-03,1,"(300,350]"
Chaetodontidae,D2-EX1605L3-02,1,"(350,400]"
Chaunacidae,NA101-H1717,1,"(1.85e+03,1.9e+03]"
Chaunacidae,NA101-H1717,1,"(1.85e+03,1.9e+03]"
Chaunacidae,NA101-H1721,1,"(1.95e+03,2e+03]"
Chaunacidae,NA101-H1715,1,"(2.05e+03,2.1e+03]"
Chaunacidae,NA101-H1721,1,"(2.25e+03,2.3e+03]"
Chaunacidae,NA101-H1719,1,"(2.3e+03,2.35e+03]"
Chaunacidae,NA101-H1719,1,"(2.4e+03,2.45e+03]"
Chaunacidae,D2-EX1702-02,1,"(400,450]"
Chaunacidae,D2-EX1702-02,1,"(500,550]"
Chaunacidae,NA112-H1768,1,"(600,650]"
Chaunacidae,D2-EX1708-20,1,"(300,350]"
Chaunacidae,D2-EX1504L4-02,1,"(300,350]"
Chaunacidae,D2-EX1708-20,1,"(350,400]"
Chaunacidae,D2-EX1708-20,1,"(400,450]"
Chaunacidae,D2-EX1708-20,1,"(400,450]"
Chaunacidae,D2-EX1504L3-03,1,"(450,500]"
Chaunacidae,D2-EX1708-01,1,"(1.75e+03,1.8e+03]"
Chaunacidae,D2-EX1706-15,1,"(1.8e+03,1.85e+03]"
Chaunacidae,D2-EX1504L4-07,1,"(1.8e+03,1.85e+03]"
Chaunacidae,D2-EX1708-18,1,"(2.25e+03,2.3e+03]"
Chaunacidae,D2-EX1708-03,1,"(2.45e+03,2.5e+03]"
Chaunacidae,D2-EX1708-10,1,"(2.65e+03,2.7e+03]"
Chaunacidae,D2-EX1708-02,1,"(3.1e+03,3.15e+03]"
Chaunacidae,D2-EX1708-15,1,"(3.6e+03,3.65e+03]"
Chaunacidae,FK190726-S0289,1,"(1.5e+03,1.55e+03]"
Chaunacidae,FK190726-S0288,1,"(1.9e+03,1.95e+03]"
Chaunacidae,D2-EX1605L3-02,1,"(300,350]"
Chaunacidae,D2-EX1605L1-02,1,"(450,500]"
Chaunacidae,D2-EX1605L1-14,1,"(2e+03,2.05e+03]"
Chaunacidae,D2-EX1605L1-10,1,"(3.85e+03,3.9e+03]"
Chaunacidae,D2-EX1705-10,1,"(300,350]"
Chaunacidae,D2-EX1703-10,1,"(350,400]"
Chaunacidae,D2-EX1703-10,1,"(550,600]"
Chaunacidae,D2-EX1703-10,1,"(550,600]"
Chaunacidae,D2-EX1703-10,1,"(550,600]"
Chaunacidae,D2-EX1703-08,1,"(600,650]"
Chaunacidae,D2-EX1606-06,1,"(2.05e+03,2.1e+03]"
Chiasmodontidae,D2-EX1703-04,1,"(1.15e+03,1.2e+03]"
Chiasmodontidae,D2-EX1606-08,1,"(850,900]"
Chiasmodontidae,D2-EX1606-12,1,"(1.15e+03,1.2e+03]"
Chimaeridae,D2-EX1504L4-04,1,"(1.3e+03,1.35e+03]"
Chimaeridae,D2-EX1605L1-08,1,"(1.15e+03,1.2e+03]"
Chimaeridae,D2-EX1703-18,1,"(1.85e+03,1.9e+03]"
Chlopsidae,D2-EX1702-02,1,"(450,500]"
Chlopsidae,D2-EX1702-02,1,"(500,550]"
Chlopsidae,D2-EX1705-10,1,"(350,400]"
Chlopsidae,D2-EX1705-05,1,"(400,450]"
Chlopsidae,D2-EX1705-05,1,"(400,450]"
Chlopsidae,D2-EX1703-08,1,"(650,700]"
Chlorophthalmidae,NA112-H1767,1,"(350,400]"
Chlorophthalmidae,NA112-H1767,1,"(350,400]"
Chlorophthalmidae,NA112-H1767,1,"(400,450]"
Chlorophthalmidae,NA112-H1767,1,"(400,450]"
Chlorophthalmidae,NA112-H1767,1,"(400,450]"
Chlorophthalmidae,NA112-H1768,1,"(400,450]"
Chlorophthalmidae,NA112-H1767,1,"(400,450]"
Chlorophthalmidae,D2-EX1702-02,1,"(400,450]"
Chlorophthalmidae,D2-EX1702-02,1,"(400,450]"
Chlorophthalmidae,D2-EX1702-02,2,"(400,450]"
Chlorophthalmidae,NA112-H1766,1,"(450,500]"
Chlorophthalmidae,D2-EX1702-02,1,"(450,500]"
Chlorophthalmidae,D2-EX1702-10,1,"(450,500]"
Chlorophthalmidae,NA112-H1766,1,"(450,500]"
Chlorophthalmidae,NA112-H1768,1,"(450,500]"
Chlorophthalmidae,NA112-H1766,1,"(500,550]"
Chlorophthalmidae,NA112-H1767,1,"(500,550]"
Chlorophthalmidae,NA112-H1767,2,"(500,550]"
Chlorophthalmidae,NA112-H1767,1,"(500,550]"
Chlorophthalmidae,NA112-H1768,1,"(500,550]"
Chlorophthalmidae,NA112-H1767,1,"(500,550]"
Chlorophthalmidae,NA112-H1768,1,"(500,550]"
Chlorophthalmidae,NA112-H1767,1,"(500,550]"
Chlorophthalmidae,NA112-H1767,1,"(550,600]"
Chlorophthalmidae,NA112-H1766,1,"(600,650]"
Chlorophthalmidae,NA112-H1766,1,"(600,650]"
Chlorophthalmidae,NA112-H1766,1,"(600,650]"
Chlorophthalmidae,NA112-H1766,1,"(600,650]"
Chlorophthalmidae,D2-EX1702-10,1,"(600,650]"
Chlorophthalmidae,NA112-H1766,1,"(600,650]"
Chlorophthalmidae,NA112-H1766,1,"(650,700]"
Chlorophthalmidae,NA112-H1766,1,"(650,700]"
Chlorophthalmidae,D2-EX1702-09,2,"(650,700]"
Chlorophthalmidae,D2-EX1702-09,1,"(650,700]"
Chlorophthalmidae,D2-EX1702-09,1,"(650,700]"
Chlorophthalmidae,NA112-H1770,1,"(650,700]"
Chlorophthalmidae,D2-EX1702-10,1,"(650,700]"
Chlorophthalmidae,D2-EX1702-09,1,"(650,700]"
Chlorophthalmidae,D2-EX1702-09,1,"(650,700]"
Chlorophthalmidae,NA112-H1766,1,"(650,700]"
Chlorophthalmidae,D2-EX1702-09,1,"(700,750]"
Chlorophthalmidae,D2-EX1702-09,1,"(700,750]"
Chlorophthalmidae,D2-EX1702-09,1,"(700,750]"
Chlorophthalmidae,D2-EX1702-09,1,"(700,750]"
Chlorophthalmidae,D2-EX1702-09,1,"(700,750]"
Chlorophthalmidae,D2-EX1702-09,1,"(700,750]"
Chlorophthalmidae,D2-EX1702-09,1,"(700,750]"
Chlorophthalmidae,D2-EX1702-09,1,"(700,750]"
Chlorophthalmidae,D2-EX1504L3-02,1,"(350,400]"
Chlorophthalmidae,D2-EX1504L3-02,1,"(350,400]"
Chlorophthalmidae,D2-EX1504L3-02,1,"(350,400]"
Chlorophthalmidae,D2-EX1504L3-02,1,"(350,400]"
Chlorophthalmidae,D2-EX1504L3-02,1,"(350,400]"
Chlorophthalmidae,D2-EX1504L3-02,1,"(350,400]"
Chlorophthalmidae,D2-EX1504L3-03,1,"(400,450]"
Chlorophthalmidae,D2-EX1504L3-03,1,"(400,450]"
Chlorophthalmidae,D2-EX1504L3-03,1,"(450,500]"
Chlorophthalmidae,D2-EX1504L3-03,1,"(450,500]"
Chlorophthalmidae,D2-EX1504L3-03,1,"(450,500]"
Chlorophthalmidae,D2-EX1504L3-03,1,"(450,500]"
Chlorophthalmidae,D2-EX1504L3-03,1,"(450,500]"
Chlorophthalmidae,D2-EX1706-01,1,"(450,500]"
Chlorophthalmidae,D2-EX1706-01,1,"(450,500]"
Chlorophthalmidae,D2-EX1706-01,1,"(450,500]"
Chlorophthalmidae,D2-EX1708-20,1,"(450,500]"
Chlorophthalmidae,D2-EX1504L4-02,1,"(450,500]"
Chlorophthalmidae,D2-EX1504L4-02,1,"(550,600]"
Chlorophthalmidae,D2-EX1605L1-18,1,"(250,300]"
Chlorophthalmidae,D2-EX1605L1-18,1,"(250,300]"
Chlorophthalmidae,D2-EX1605L1-17,1,"(300,350]"
Chlorophthalmidae,D2-EX1605L1-01,1,"(350,400]"
Chlorophthalmidae,D2-EX1605L1-17,2,"(400,450]"
Chlorophthalmidae,D2-EX1605L1-02,1,"(400,450]"
Chlorophthalmidae,D2-EX1605L1-17,1,"(400,450]"
Chlorophthalmidae,D2-EX1605L1-17,2,"(400,450]"
Chlorophthalmidae,D2-EX1605L1-17,1,"(400,450]"
Chlorophthalmidae,D2-EX1605L1-17,4,"(400,450]"
Chlorophthalmidae,D2-EX1605L1-17,2,"(400,450]"
Chlorophthalmidae,D2-EX1605L1-17,1,"(400,450]"
Chlorophthalmidae,D2-EX1605L1-17,1,"(450,500]"
Chlorophthalmidae,D2-EX1605L1-17,1,"(450,500]"
